facility_id,facility_name,address,citytown,state,zip_code,countyparish,telephone_number,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_birthing_friendly_designation,hospital_overall_rating,hospital_overall_rating_footnote,mort_group_measure_count,count_of_facility_mort_measures,count_of_mort_measures_better,count_of_mort_measures_no_different,count_of_mort_measures_worse,mort_group_footnote,safety_group_measure_count,count_of_facility_safety_measures,count_of_safety_measures_better,count_of_safety_measures_no_different,count_of_safety_measures_worse,safety_group_footnote,readm_group_measure_count,count_of_facility_readm_measures,count_of_readm_measures_better,count_of_readm_measures_no_different,count_of_readm_measures_worse,readm_group_footnote,pt_exp_group_measure_count,count_of_facility_pt_exp_measures,pt_exp_group_footnote,te_group_measure_count,count_of_facility_te_measures,te_group_footnote
050204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,(661) 382-5000,Acute Care Hospitals,Proprietary,Yes,,3,,7,6,0,6,0,,8,7,1,6,0,,11,7,1,6,0,,8,8,,12,9,
05020F,NH Camp Pendleton,200 Mercy Cir,Camp Pendleton,CA,92055,SAN DIEGO,(760) 725-1288,Acute Care - Department of Defense,Department of Defense,Yes,,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,22,Not Available,Not Available,22
050211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,(510) 522-3700,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,3,,7,4,0,4,0,,8,5,0,5,0,,11,4,0,4,0,,8,8,,12,7,
050222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,SAN DIEGO,(619) 502-5800,Acute Care Hospitals,Proprietary,Yes,Y,4,,7,7,1,6,0,,8,8,2,6,0,,11,11,0,10,1,,8,8,,12,9,
050224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,ORANGE,(949) 764-4624,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,7,1,6,0,,8,7,2,5,0,,11,10,1,9,0,,8,8,,12,12,
050226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,ANAHEIM,CA,92801,ORANGE,(714) 774-1450,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,6,1,5,0,,8,5,0,5,0,,11,6,0,4,2,,8,8,,12,9,
050228,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,SAN FRANCISCO,(415) 206-8000,Acute Care Hospitals,Government - Local,Yes,Y,1,,7,6,1,4,1,,8,7,3,4,0,,11,9,0,6,3,,8,8,,12,10,
05022F,NMC San Diego,34800 Bob Wilson Dr,San Diego,CA,92134,SAN DIEGO,(619) 532-6400,Acute Care - Department of Defense,Department of Defense,Yes,,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,22,Not Available,Not Available,22
050230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,12601 GARDEN GROVE BLVD,GARDEN GROVE,CA,92843,ORANGE,(714) 537-5160,Acute Care Hospitals,Proprietary,Yes,,3,,7,4,0,4,0,,8,4,1,3,0,,11,5,0,4,1,,8,8,,12,8,
050231,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,POMONA,CA,91767,LOS ANGELES,(909) 865-9500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,7,0,,8,7,3,4,0,,11,11,1,9,1,,8,8,,12,10,
050232,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,(805) 543-5353,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,7,0,7,0,,8,6,2,4,0,,11,9,1,8,0,,8,8,,12,12,
050234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,CORONADO,CA,92118,SAN DIEGO,(619) 435-6251,Acute Care Hospitals,Proprietary,Yes,,5,,7,3,0,3,0,,8,4,0,4,0,,11,6,0,6,0,,8,8,,12,8,
050235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA STREET,BURBANK,CA,91505,LOS ANGELES,(818) 843-5111,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,,7,7,1,6,0,,8,8,3,5,0,,11,11,1,7,3,,8,8,,12,10,
050236,ADVENTIST HEALTH SIMI VALLEY,2975 N SYCAMORE DR,SIMI VALLEY,CA,93065,VENTURA,(805) 955-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,,7,6,1,5,0,,8,7,1,6,0,,11,8,0,6,2,,8,8,,12,10,
050238,USC ARCADIA HOSPITAL,300 W HUNTINGTON DR,ARCADIA,CA,91007,LOS ANGELES,(626) 898-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,6,0,6,0,,8,7,0,7,0,,11,8,0,7,1,,8,8,,12,9,
050239,GLENDALE ADVENTIST MEDICAL CENTER,1509 E WILSON TERRACE,GLENDALE,CA,91206,LOS ANGELES,(818) 409-8202,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,2,5,0,,8,7,5,2,0,,11,9,0,8,1,,8,8,,12,11,
050242,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,SANTA CRUZ,CA,95065,SANTA CRUZ,(831) 462-7700,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,7,1,6,0,,8,7,1,6,0,,11,11,1,9,1,,8,8,,12,10,
050243,DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,CA,92262,RIVERSIDE,(760) 323-6511,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,7,0,7,0,,8,6,2,4,0,,11,9,0,7,2,,8,8,,12,9,
050245,ARROWHEAD REGIONAL MEDICAL CENTER,400 NORTH PEPPER AVENUE,COLTON,CA,92324,SAN BERNARDINO,(909) 580-1000,Acute Care Hospitals,Government - Local,Yes,Y,2,,7,3,0,3,0,,8,7,1,6,0,,11,6,0,6,0,,8,8,,12,10,
050248,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,SALINAS,CA,93906,MONTEREY,(831) 755-4111,Acute Care Hospitals,Government - Local,Yes,Y,3,,7,5,0,5,0,,8,6,1,5,0,,11,6,0,6,0,,8,8,,12,10,
050254,MARSHALL MEDICAL CENTER,1100 MARSHALL WAY,PLACERVILLE,CA,95667,EL DORADO,(530) 622-1441,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,5,0,5,0,,8,5,0,5,0,,11,9,1,8,0,,8,8,,12,12,
050257,GOOD SAMARITAN HOSPITAL,901 OLIVE DRIVE,BAKERSFIELD,CA,93308,KERN,(661) 215-7500,Acute Care Hospitals,Proprietary,No,,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,3,1,2,0,,8,Not Available,5,12,3,
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,(559) 228-5338,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,4,,7,4,0,4,0,,8,3,0,3,0,,11,6,2,4,0,,8,8,,12,5,
050261,SIERRA VIEW MEDICAL CENTER,465 W PUTNAM AVE,PORTERVILLE,CA,93257,TULARE,(559) 784-1110,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,5,0,4,1,,8,6,1,4,1,,11,10,0,10,0,,8,8,,12,9,
050262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,LOS ANGELES,(310) 825-6301,Acute Care Hospitals,Government - State,Yes,Y,4,,7,7,2,5,0,,8,6,3,3,0,,11,10,0,8,2,,8,8,,12,9,
050272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,SAN BERNARDINO,(909) 335-5500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,5,0,4,1,,8,6,1,5,0,,11,7,1,6,0,,8,8,,12,9,
050276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVENUE,MARTINEZ,CA,94553,CONTRA COSTA,(925) 370-5000,Acute Care Hospitals,Government - Local,Yes,Y,3,,7,4,0,4,0,,8,5,0,5,0,,11,6,0,6,0,,8,8,,12,9,
050278,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,MISSION HILLS,CA,91346,LOS ANGELES,(818) 365-8051,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,,7,6,0,6,0,,8,8,2,6,0,,11,10,0,10,0,,8,8,,12,9,
050279,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,JOSHUA TREE,CA,92252,SAN BERNARDINO,(760) 366-3711,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,3,0,2,1,,8,8,,12,9,
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,3,,7,5,2,3,0,,8,4,0,4,0,,11,6,0,6,0,,8,8,,12,6,
050280,MERCY MEDICAL CENTER REDDING,"2175 ROSALINE AVE, CLAIRMONT HGTS",REDDING,CA,96001,SHASTA,(530) 225-6102,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,7,0,6,1,,8,7,2,4,1,,11,11,2,7,2,,8,8,,12,11,
050281,ALHAMBRA HOSPITAL MEDICAL CENTER,100 S RAYMOND AVE,ALHAMBRA,CA,91801,LOS ANGELES,(626) 570-1606,Acute Care Hospitals,Proprietary,No,,3,,7,3,0,3,0,,8,5,0,5,0,,11,3,0,2,1,,8,8,,12,7,
050283,STANFORD HEALTH CARE TRI-VALLEY,5555 WEST LAS POSITAS BOULEVARD,PLEASANTON,CA,94588,ALAMEDA,(925) 847-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,0,7,0,,8,7,1,6,0,,11,9,1,8,0,,8,8,,12,11,
050289,AHMC SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,CA,94015,SAN MATEO,(650) 992-4000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,1,,7,6,0,6,0,,8,4,0,4,0,,11,7,0,5,2,,8,8,,12,8,
050290,SAINT JOHN'S HEALTH CENTER,2121 SANTA MONICA BLVD,SANTA MONICA,CA,90404,LOS ANGELES,(310) 829-5511,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,3,4,0,,8,7,2,5,0,,11,11,1,9,1,,8,8,,12,8,
050291,SUTTER SANTA ROSA REGIONAL HOSPITAL,30 MARK WEST SPRINGS ROAD,SANTA ROSA,CA,95403,SONOMA,(707) 576-4000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,,7,6,0,6,0,,8,7,2,5,0,,11,10,1,8,1,,8,8,,12,11,
050292,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,26520 CACTUS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,(951) 486-4000,Acute Care Hospitals,Government - Local,Yes,Y,3,,7,5,0,5,0,,8,7,4,3,0,,11,6,0,5,1,,8,8,,12,10,
050295,MERCY HOSPITAL,2215 TRUXTUN AVENUE,BAKERSFIELD,CA,93301,KERN,(661) 632-5000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,,7,6,0,6,0,,8,7,2,5,0,,11,6,0,5,1,,8,8,,12,10,
050298,BARSTOW COMMUNITY HOSPITAL,820 E MOUNTAIN VIEW STREET,BARSTOW,CA,92311,SAN BERNARDINO,(760) 256-1761,Acute Care Hospitals,Proprietary,Yes,Y,1,,7,2,0,1,1,,8,3,0,2,1,,11,4,0,4,0,,8,8,,12,8,
050300,PROVIDENCE ST MARY MEDICAL CENTER,18300 HIGHWAY 18,APPLE VALLEY,CA,92307,SAN BERNARDINO,(760) 242-2311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,7,6,0,6,0,,8,7,1,6,0,,11,8,0,6,2,,8,8,,12,9,
050301,ADVENTIST HEALTH UKIAH VALLEY,275 HOSPITAL DRIVE,UKIAH,CA,95482,MENDOCINO,(707) 462-3111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,5,0,5,0,,8,5,0,5,0,,11,9,1,7,1,,8,8,,12,11,
050305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,2450 ASHBY AVENUE,BERKELEY,CA,94705,ALAMEDA,(510) 204-4444,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,6,0,6,0,,8,6,1,5,0,,11,9,1,8,0,,8,8,,12,10,
050308,EL CAMINO HEALTH,2500 GRANT ROAD,MOUNTAIN VIEW,CA,94040,SANTA CLARA,(650) 940-7000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,,7,7,2,5,0,,8,8,2,6,0,,11,11,1,10,0,,8,8,,12,11,
050309,SUTTER ROSEVILLE MEDICAL CENTER,ONE MEDICAL PLAZA,ROSEVILLE,CA,95661,PLACER,(916) 781-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,6,0,6,0,,8,8,2,5,1,,11,10,2,8,0,,8,8,,12,9,
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,4,,7,5,2,3,0,,8,3,0,3,0,,11,4,0,4,0,,8,8,,12,5,
050313,SUTTER TRACY COMMUNITY HOSPITAL,1420 NORTH TRACY BLVD,TRACY,CA,95376,SAN JOAQUIN,(209) 835-1500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,4,0,4,0,,8,5,0,5,0,,11,6,1,5,0,,8,8,,12,12,
050315,KERN MEDICAL CENTER,1700 MOUNT VERNON AVENUE,BAKERSFIELD,CA,93306,KERN,(661) 326-2000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,7,4,0,4,0,,8,8,1,7,0,,11,8,0,8,0,,8,8,,12,9,
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5,,7,5,2,3,0,,8,4,0,4,0,,11,6,0,6,0,,8,8,,12,6,
050320,HIGHLAND HOSPITAL,1411 EAST 31ST STREET,OAKLAND,CA,94602,ALAMEDA,(510) 437-4800,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,1,,7,6,0,6,0,,8,6,0,4,2,,11,9,0,8,1,,8,8,,12,10,
050324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,9888 GENESEE AVENUE,LA JOLLA,CA,92037,SAN DIEGO,(858) 626-4123,Acute Care Hospitals,Physician,Yes,Y,5,,7,7,3,4,0,,8,8,2,5,1,,11,9,1,8,0,,8,8,,12,9,
050327,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON ST,LOMA LINDA,CA,92354,SAN BERNARDINO,(909) 558-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,,7,7,0,7,0,,8,7,5,2,0,,11,10,1,8,1,,8,8,,12,9,
050329,CORONA REGIONAL MEDICAL CENTER,800 SOUTH MAIN STREET,CORONA,CA,92882,RIVERSIDE,(951) 736-6240,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,6,0,6,0,,8,5,1,4,0,,11,6,0,5,1,,8,8,,12,10,
050334,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,CA,93901,MONTEREY,(831) 757-4333,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,,7,7,1,6,0,,8,6,1,5,0,,11,10,1,9,0,,8,8,,12,10,
050335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,(209) 536-5000,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,3,,7,6,0,6,0,,8,5,0,5,0,,11,10,1,8,1,,8,8,,12,12,
050336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,SAN JOAQUIN,(209) 334-3411,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,,7,6,0,6,0,,8,6,2,4,0,,11,6,1,5,0,,8,8,,12,10,
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,(760) 351-3333,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,7,4,0,4,0,,8,3,0,3,0,,11,8,0,8,0,,8,8,,12,9,
050348,UCI HEALTH-ORANGE,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,(714) 456-7890,Acute Care Hospitals,Government - Local,Yes,Y,4,,7,7,1,6,0,,8,8,5,3,0,,11,11,2,9,0,,8,8,,12,11,
050350,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,(323) 726-1222,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,,7,5,0,5,0,,8,5,0,4,1,,11,5,0,4,1,,8,Not Available,5,12,7,
050351,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BLVD,TORRANCE,CA,90509,LOS ANGELES,(310) 325-9110,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,,7,7,2,5,0,,8,8,2,6,0,,11,11,2,8,1,,8,8,,12,11,
050352,BARTON MEMORIAL HOSPITAL,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,CA,96150,EL DORADO,(530) 541-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,2,0,2,0,,8,3,0,3,0,,11,5,1,4,0,,8,8,,12,10,
050353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,4101 TORRANCE BLVD,TORRANCE,CA,90503,LOS ANGELES,(310) 540-7676,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,4,,7,6,1,5,0,,8,8,2,6,0,,11,8,0,7,1,,8,8,,12,11,
050357,GOLETA VALLEY COTTAGE HOSPITAL,351 S PATTERSON AVE,SANTA BARBARA,CA,93111,SANTA BARBARA,(805) 967-3411,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,5,,7,2,0,2,0,,8,3,0,3,0,,11,5,1,3,1,,8,8,,12,7,
050360,MARINHEALTH MEDICAL CENTER,250 BON AIR ROAD,GREENBRAE,CA,94904,MARIN,(415) 925-7900,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,,7,7,2,5,0,,8,7,1,6,0,,11,11,2,9,0,,8,8,,12,12,
050367,NORTHBAY MEDICAL CENTER,1200 B  GALE WILSON BLVD,FAIRFIELD,CA,94533,SOLANO,(707) 646-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,7,0,,8,7,2,5,0,,11,11,0,11,0,,8,8,,12,10,
050373,LOS ANGELES GENERAL MEDICAL CENTER,"2051 MARENGO ST, ROOM C2K100",LOS ANGELES,CA,90033,LOS ANGELES,(323) 226-2800,Acute Care Hospitals,Government - Local,Yes,Y,2,,7,6,0,6,0,,8,6,3,3,0,,11,7,0,7,0,,8,8,,12,9,
050376,LAC/HARBOR-UCLA MED CENTER,1000 W CARSON ST,TORRANCE,CA,90509,LOS ANGELES,(310) 222-2345,Acute Care Hospitals,Government - Local,Yes,Y,1,,7,6,0,6,0,,8,6,1,3,2,,11,8,0,8,0,,8,8,,12,10,
050378,PACIFICA HOSPITAL OF THE VALLEY,9449 SAN FERNANDO RD,SUN VALLEY,CA,91352,LOS ANGELES,(818) 767-3310,Acute Care Hospitals,Proprietary,Yes,,1,,7,Not Available,Not Available,Not Available,Not Available,5,8,4,0,3,1,,11,1,0,1,0,,8,8,,12,6,
050380,GOOD SAMARITAN HOSPITAL,2425 SAMARITAN DRIVE,SAN JOSE,CA,95124,SANTA CLARA,(408) 559-2011,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,7,0,7,0,,8,8,1,7,0,,11,9,0,6,3,,8,8,,12,10,
050382,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,210 W  SAN BERNARDINO ROAD,COVINA,CA,91723,LOS ANGELES,(626) 814-2468,Acute Care Hospitals,Proprietary,Yes,Y,1,,7,7,0,6,1,,8,7,2,5,0,,11,9,0,7,2,,8,8,,12,10,
050390,HEMET GLOBAL MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,CA,92543,RIVERSIDE,(951) 652-2811,Acute Care Hospitals,Proprietary,Yes,Y,1,,7,4,0,4,0,,8,6,1,5,0,,11,5,0,5,0,,8,8,,12,7,
050393,PIH HEALTH DOWNEY HOSPITAL,11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241,LOS ANGELES,(562) 904-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,,7,4,0,4,0,,8,7,1,6,0,,11,7,1,6,0,,8,8,,12,8,
050394,COMMUNITY MEMORIAL HOSPITAL - VENTURA,147 NORTH BRENT STREET,VENTURA,CA,93003,VENTURA,(805) 652-5011,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,0,7,0,,8,7,1,6,0,,11,11,0,11,0,,8,8,,12,11,
050396,SANTA BARBARA COTTAGE HOSPITAL,400 WEST PUEBLO,SANTA BARBARA,CA,93105,SANTA BARBARA,(805) 682-7111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,7,1,6,0,,8,8,2,6,0,,11,11,2,9,0,,8,8,,12,12,
05039F,NH Twentynine Palms,1145 Sturgis Rd,Twentynine Palms,CA,92278,SAN BERNARDINO,(760) 830-2190,Acute Care - Department of Defense,Department of Defense,Yes,,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,22,Not Available,Not Available,22
050407,CHINESE HOSPITAL,845 JACKSON ST,SAN FRANCISCO,CA,94133,SAN FRANCISCO,(415) 982-2400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,,7,3,0,3,0,,8,2,0,2,0,,11,8,0,8,0,,8,8,,12,8,
050411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,CA,90710,LOS ANGELES,(310) 325-5111,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,4,,7,Not Available,Not Available,Not Available,Not Available,5,8,6,1,5,0,,11,2,0,2,0,,8,8,,12,6,
050414,MERCY HOSPITAL OF FOLSOM,1650 CREEKSIDE DRIVE,FOLSOM,CA,95630,SACRAMENTO,(916) 983-7400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,5,0,5,0,,8,7,1,6,0,,11,7,0,7,0,,8,8,,12,9,
050417,SUTTER COAST HOSPITAL,800 E WASHINGTON BLVD,CRESCENT CITY,CA,95531,DEL NORTE,(707) 464-8511,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,7,5,0,4,1,,8,4,0,4,0,,11,9,0,8,1,,8,8,,12,8,
05041F,Weed ACH (FT Irwin),390 N Loop Rd,Fort Irwin,CA,92310,SAN BERNARDINO,(866) 957-9224,Acute Care - Department of Defense,Department of Defense,Yes,,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,22,Not Available,Not Available,22
050424,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,SAN DIEGO,(858) 554-3600,Acute Care Hospitals,Voluntary non-profit - Other,No,,5,,7,4,0,4,0,,8,7,1,6,0,,11,6,0,5,1,,8,8,,12,7,
050425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,CA,95825,SACRAMENTO,(916) 973-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,,7,3,0,3,0,,8,6,1,5,0,,11,3,0,3,0,,8,8,,12,5,
050426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,ORANGE,(714) 827-3000,Acute Care Hospitals,Proprietary,Yes,,2,,7,6,0,6,0,,8,5,1,4,0,,11,5,0,3,2,,8,8,,12,7,
050438,HUNTINGTON HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,LOS ANGELES,(626) 397-5000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,,7,7,1,6,0,,8,8,0,7,1,,11,9,0,7,2,,8,8,,12,10,
